Date,City,Crime,Crime Group,Violence Rating,Year
2019-03-17,Seattle,Theft From Motor Vehicle,Theft,1,2019
2019-03-18,Seattle,Aggravated Assault,Assault,6,2019
2019-03-19,Seattle,All Other Larceny,Theft,1,2019
2019-03-20,Seattle,Trespass of Real,Trespassing,3,2019
2019-03-21,Seattle,All Other Offenses,Other,0,2019
2019-03-22,Seattle,All Other Offenses,Other,0,2019
2019-03-23,Seattle,All Other Offenses,Other,0,2019
2019-03-24,Seattle,All Other Offenses,Other,0,2019
2019-03-25,Seattle,Burglary/Breaking & Entering,Burglary,4,2019
2019-03-26,Seattle,Shoplifting,Theft,1,2019
2019-03-27,Seattle,Counterfeiting/Forgery,Fraud,1,2019
2019-03-28,Seattle,All Other Larceny,Theft,1,2019
2019-03-29,Seattle,Aggravated Assault,Assault,6,2019
2019-03-30,Seattle,Shoplifting,Theft,1,2019
2019-03-31,Seattle,Aggravated Assault,Assault,6,2019
2019-04-01,Seattle,All Other Larceny,Theft,1,2019
2019-04-02,Seattle,Burglary/Breaking & Entering,Burglary,4,2019
2019-04-03,Seattle,Theft From Motor Vehicle,Theft,1,2019
2019-04-04,Seattle,Motor Vehicle Theft,Theft,1,2019
2019-04-05,Seattle,All Other Offenses,Other,0,2019
2019-04-06,Seattle,Purse-snatching,Theft,1,2019
2019-04-07,Seattle,All Other Offenses,Other,0,2019
2019-04-08,Seattle,Drug/Narcotic Violations,Drug Offense,2,2019
2019-04-09,Seattle,All Other Offenses,Other,0,2019
2019-04-10,Seattle,Destruction/Damage/Vandalism of Property,Vandalism,2,2019
2019-04-11,Seattle,Theft From Motor Vehicle,Theft,1,2019
2019-04-12,Seattle,Trespass of Real,Trespassing,3,2019
2019-04-13,Seattle,All Other Offenses,Other,0,2019
2019-04-14,Seattle,Theft From Motor Vehicle,Theft,1,2019
2019-04-15,Seattle,Robbery,Robbery,8,2019
2019-04-16,Seattle,Credit Card/Automated Teller Machine Fraud,Fraud,1,2019
2019-04-17,Seattle,Robbery,Robbery,8,2019
2019-04-18,Seattle,Shoplifting,Theft,1,2019
2019-04-19,Seattle,Theft From Motor Vehicle,Theft,1,2019
2019-04-20,Seattle,Intimidation,Assault,6,2019
2019-04-21,Seattle,Theft From Motor Vehicle,Theft,1,2019
2019-04-22,Seattle,All Other Offenses,Other,0,2019
2019-04-23,Seattle,All Other Offenses,Other,0,2019
2019-04-24,Seattle,Destruction/Damage/Vandalism of Property,Vandalism,2,2019
2019-04-25,Seattle,Drug/Narcotic Violations,Drug Offense,2,2019
2019-04-26,Seattle,Burglary/Breaking & Entering,Burglary,4,2019
2019-04-27,Seattle,Aggravated Assault,Assault,6,2019
2019-04-28,Seattle,All Other Offenses,Other,0,2019
2019-04-29,Seattle,All Other Offenses,Other,0,2019
2019-04-30,Seattle,Destruction/Damage/Vandalism of Property,Vandalism,2,2019
2019-05-01,Seattle,Burglary/Breaking & Entering,Burglary,4,2019
2019-05-02,Seattle,Destruction/Damage/Vandalism of Property,Vandalism,2,2019
2019-05-03,Seattle,Credit Card/Automated Teller Machine Fraud,Fraud,1,2019
2019-05-04,Seattle,Rape,Sexual Assault,9,2019
2019-05-05,Seattle,All Other Larceny,Theft,1,2019
2019-05-06,Seattle,Trespass of Real,Trespassing,3,2019
2019-05-07,Seattle,Theft From Motor Vehicle,Theft,1,2019
2019-05-08,Seattle,Theft From Motor Vehicle,Theft,1,2019
2019-05-09,Seattle,Aggravated Assault,Assault,6,2019
2019-05-10,Seattle,Simple Assault,Assault,6,2019
2019-05-11,Seattle,Aggravated Assault,Assault,6,2019
2019-05-12,Seattle,Theft From Motor Vehicle,Theft,1,2019
2019-05-13,Seattle,Not Reportable to NIBRS,Uncategorized,0,2019
2019-05-14,Seattle,All Other Offenses,Other,0,2019
2019-05-15,Seattle,Destruction/Damage/Vandalism of Property,Vandalism,2,2019
2019-05-16,Seattle,All Other Offenses,Other,0,2019
2019-05-17,Seattle,Identity Theft,Theft,1,2019
2019-05-18,Seattle,Theft From Motor Vehicle,Theft,1,2019
2019-05-19,Seattle,Trespass of Real,Trespassing,3,2019
2019-05-20,Seattle,Destruction/Damage/Vandalism of Property,Vandalism,2,2019
2019-05-21,Seattle,Burglary/Breaking & Entering,Burglary,4,2019
2019-05-22,Seattle,Simple Assault,Assault,6,2019
2019-05-23,Seattle,All Other Larceny,Theft,1,2019
2019-05-24,Seattle,Theft From Motor Vehicle,Theft,1,2019
2019-05-25,Seattle,All Other Offenses,Other,0,2019
2019-05-26,Seattle,Shoplifting,Theft,1,2019
2019-05-27,Seattle,Intimidation,Assault,6,2019
2019-05-28,Seattle,Simple Assault,Assault,6,2019
2019-05-29,Seattle,Murder & Nonnegligent Manslaughter,Homicide,10,2019
2019-05-30,Seattle,Destruction/Damage/Vandalism of Property,Vandalism,2,2019
2019-05-31,Seattle,Simple Assault,Assault,6,2019
2019-06-01,Seattle,Identity Theft,Theft,1,2019
2019-06-02,Seattle,Theft From Motor Vehicle,Theft,1,2019
2019-06-03,Seattle,Burglary/Breaking & Entering,Burglary,4,2019
2019-06-04,Seattle,All Other Offenses,Other,0,2019
2019-06-05,Seattle,Burglary/Breaking & Entering,Burglary,4,2019
2019-06-06,Seattle,Destruction/Damage/Vandalism of Property,Vandalism,2,2019
2019-06-07,Seattle,Destruction/Damage/Vandalism of Property,Vandalism,2,2019
2019-06-08,Seattle,Driving Under the Influence,Public Order,2,2019
2019-06-09,Seattle,Simple Assault,Assault,6,2019
2019-06-10,Seattle,All Other Larceny,Theft,1,2019
2019-06-11,Seattle,Drug/Narcotic Violations,Drug Offense,2,2019
2019-06-12,Seattle,Violation of No Contact Orders,Public Order,2,2019
2019-06-13,Seattle,Shoplifting,Theft,1,2019
2019-06-14,Seattle,Not Reportable to NIBRS,Uncategorized,0,2019
2019-06-15,Seattle,Theft From Motor Vehicle,Theft,1,2019
2019-06-16,Seattle,Burglary/Breaking & Entering,Burglary,4,2019
2019-06-17,Seattle,Burglary/Breaking & Entering,Burglary,4,2019
2019-06-18,Seattle,Theft From Motor Vehicle,Theft,1,2019
2019-06-19,Seattle,Simple Assault,Assault,6,2019
2019-06-20,Seattle,Theft From Motor Vehicle,Theft,1,2019
2019-06-21,Seattle,Drug/Narcotic Violations,Drug Offense,2,2019
2019-06-22,Seattle,All Other Offenses,Other,0,2019
2019-06-23,Seattle,Intimidation,Assault,6,2019
2019-06-24,Seattle,Simple Assault,Assault,6,2019
2019-06-25,Seattle,Theft From Motor Vehicle,Theft,1,2019
2019-06-26,Seattle,Violation of No Contact Orders,Public Order,2,2019
2019-06-27,Seattle,Theft From Motor Vehicle,Theft,1,2019
2019-06-28,Seattle,Theft From Motor Vehicle,Theft,1,2019
2019-06-29,Seattle,Destruction/Damage/Vandalism of Property,Vandalism,2,2019
2019-06-30,Seattle,Theft From Motor Vehicle,Theft,1,2019
2019-07-01,Seattle,Burglary/Breaking & Entering,Burglary,4,2019
2019-07-02,Seattle,Credit Card/Automated Teller Machine Fraud,Fraud,1,2019
2019-07-03,Seattle,All Other Larceny,Theft,1,2019
2019-07-04,Seattle,Theft From Motor Vehicle,Theft,1,2019
2019-07-05,Seattle,Weapon Law Violations,Misdemeanor,1,2019
2019-07-06,Seattle,All Other Larceny,Theft,1,2019
2019-07-07,Seattle,Not Reportable to NIBRS,Uncategorized,0,2019
2019-07-08,Seattle,All Other Larceny,Theft,1,2019
2019-07-09,Seattle,Purse-snatching,Theft,1,2019
2019-07-10,Seattle,Identity Theft,Theft,1,2019
2019-07-11,Seattle,Not Reportable to NIBRS,Uncategorized,0,2019
2019-07-12,Seattle,Simple Assault,Assault,6,2019
2019-07-13,Seattle,Intimidation,Assault,6,2019
2019-07-14,Seattle,Theft From Motor Vehicle,Theft,1,2019
2019-07-15,Seattle,Destruction/Damage/Vandalism of Property,Vandalism,2,2019
2019-07-16,Seattle,Kidnapping/Abduction,Assault,6,2019
2019-07-17,Seattle,Simple Assault,Assault,6,2019
2019-07-18,Seattle,Identity Theft,Theft,1,2019
2019-07-19,Seattle,Shoplifting,Theft,1,2019
2019-07-20,Seattle,All Other Larceny,Theft,1,2019
2019-07-21,Seattle,Not Reportable to NIBRS,Uncategorized,0,2019
2019-07-22,Seattle,Theft From Motor Vehicle,Theft,1,2019
2019-07-23,Seattle,All Other Larceny,Theft,1,2019
2019-07-24,Seattle,Not Reportable to NIBRS,Uncategorized,0,2019
2019-07-25,Seattle,Burglary/Breaking & Entering,Burglary,4,2019
2019-07-26,Seattle,Burglary/Breaking & Entering,Burglary,4,2019
2019-07-27,Seattle,Intimidation,Assault,6,2019
2019-07-28,Seattle,All Other Larceny,Theft,1,2019
2019-07-29,Seattle,Trespass of Real,Trespassing,3,2019
2019-07-30,Seattle,Shoplifting,Theft,1,2019
2019-07-31,Seattle,Burglary/Breaking & Entering,Burglary,4,2019
2019-08-01,Seattle,Sexual Assault With An Object,Assault,6,2019
2019-08-02,Seattle,Theft From Motor Vehicle,Theft,1,2019
2019-08-03,Seattle,Simple Assault,Assault,6,2019
2019-08-04,Seattle,Aggravated Assault,Assault,6,2019
2019-08-05,Seattle,Intimidation,Assault,6,2019
2019-08-06,Seattle,Destruction/Damage/Vandalism of Property,Vandalism,2,2019
2019-08-07,Seattle,Violation of No Contact Orders,Public Order,2,2019
2019-08-08,Seattle,All Other Larceny,Theft,1,2019
2019-08-09,Seattle,Motor Vehicle Theft,Theft,1,2019
2019-08-10,Seattle,All Other Larceny,Theft,1,2019
2019-08-11,Seattle,Theft From Motor Vehicle,Theft,1,2019
2019-08-12,Seattle,Simple Assault,Assault,6,2019
2019-08-13,Seattle,All Other Larceny,Theft,1,2019
2019-08-14,Seattle,Theft From Building,Theft,1,2019
2019-08-15,Seattle,Theft From Motor Vehicle,Theft,1,2019
2019-08-16,Seattle,Destruction/Damage/Vandalism of Property,Vandalism,2,2019
2019-08-17,Seattle,Motor Vehicle Theft,Theft,1,2019
2019-08-18,Seattle,Intimidation,Assault,6,2019
2019-08-19,Seattle,Not Reportable to NIBRS,Uncategorized,0,2019
2019-08-20,Seattle,Not Reportable to NIBRS,Uncategorized,0,2019
2019-08-21,Seattle,Not Reportable to NIBRS,Uncategorized,0,2019
2019-08-22,Seattle,Violation of No Contact Orders,Public Order,2,2019
2019-08-23,Seattle,Shoplifting,Theft,1,2019
2019-08-24,Seattle,Destruction/Damage/Vandalism of Property,Vandalism,2,2019
2019-08-25,Seattle,All Other Larceny,Theft,1,2019
2019-08-26,Seattle,Theft From Motor Vehicle,Theft,1,2019
2019-08-27,Seattle,Aggravated Assault,Assault,6,2019
2019-08-28,Seattle,Burglary/Breaking & Entering,Burglary,4,2019
2019-08-29,Seattle,Shoplifting,Theft,1,2019
2019-08-30,Seattle,Theft From Motor Vehicle,Theft,1,2019
2019-08-31,Seattle,Simple Assault,Assault,6,2019
2019-09-01,Seattle,All Other Offenses,Other,0,2019
2019-09-02,Seattle,Driving Under the Influence,Public Order,2,2019
2019-09-03,Seattle,Identity Theft,Theft,1,2019
2019-09-04,Seattle,Destruction/Damage/Vandalism of Property,Vandalism,2,2019
2019-09-05,Seattle,Robbery,Robbery,8,2019
2019-09-06,Seattle,Identity Theft,Theft,1,2019
2019-09-07,Seattle,Trespass of Real,Trespassing,3,2019
2019-09-08,Seattle,All Other Offenses,Other,0,2019
2019-09-09,Seattle,All Other Larceny,Theft,1,2019
2019-09-10,Seattle,Trespass of Real,Trespassing,3,2019
2019-09-11,Seattle,Simple Assault,Assault,6,2019
2019-09-12,Seattle,Destruction/Damage/Vandalism of Property,Vandalism,2,2019
2019-09-13,Seattle,Theft From Building,Theft,1,2019
2019-09-14,Seattle,Theft From Motor Vehicle,Theft,1,2019
2019-09-15,Seattle,All Other Larceny,Theft,1,2019
2019-09-16,Seattle,Destruction/Damage/Vandalism of Property,Vandalism,2,2019
2019-09-17,Seattle,Burglary/Breaking & Entering,Burglary,4,2019
2019-09-18,Seattle,Credit Card/Automated Teller Machine Fraud,Fraud,1,2019
2019-09-19,Seattle,Theft From Motor Vehicle,Theft,1,2019
2019-09-20,Seattle,Theft From Motor Vehicle,Theft,1,2019
2019-09-21,Seattle,Theft From Building,Theft,1,2019
2019-09-22,Seattle,Kidnapping/Abduction,Assault,6,2019
2019-09-23,Seattle,All Other Larceny,Theft,1,2019
2019-09-24,Seattle,Burglary/Breaking & Entering,Burglary,4,2019
2019-09-25,Seattle,Theft From Motor Vehicle,Theft,1,2019
2019-09-26,Seattle,All Other Larceny,Theft,1,2019
2019-09-27,Seattle,Theft From Motor Vehicle,Theft,1,2019
2019-09-28,Seattle,Theft From Motor Vehicle,Theft,1,2019
2019-09-29,Seattle,Drug/Narcotic Violations,Drug Offense,2,2019
2019-09-30,Seattle,Counterfeiting/Forgery,Fraud,1,2019
2019-10-01,Seattle,Theft From Motor Vehicle,Theft,1,2019
2019-10-02,Seattle,Violation of No Contact Orders,Public Order,2,2019
2019-10-03,Seattle,Simple Assault,Assault,6,2019
2019-10-04,Seattle,Theft From Motor Vehicle,Theft,1,2019
2019-10-05,Seattle,Burglary/Breaking & Entering,Burglary,4,2019
2019-10-06,Seattle,Theft From Motor Vehicle,Theft,1,2019
2019-10-07,Seattle,All Other Larceny,Theft,1,2019
2019-10-08,Seattle,Burglary/Breaking & Entering,Burglary,4,2019
2019-10-09,Seattle,Theft From Motor Vehicle,Theft,1,2019
2019-10-10,Seattle,Shoplifting,Theft,1,2019
2019-10-11,Seattle,Simple Assault,Assault,6,2019
2019-10-12,Seattle,All Other Larceny,Theft,1,2019
2019-10-13,Seattle,Motor Vehicle Theft,Theft,1,2019
2019-10-14,Seattle,Burglary/Breaking & Entering,Burglary,4,2019
2019-10-15,Seattle,Not Reportable to NIBRS,Uncategorized,0,2019
2019-10-16,Seattle,Burglary/Breaking & Entering,Burglary,4,2019
2019-10-17,Seattle,Destruction/Damage/Vandalism of Property,Vandalism,2,2019
2019-10-18,Seattle,Simple Assault,Assault,6,2019
2019-10-19,Seattle,Credit Card/Automated Teller Machine Fraud,Fraud,1,2019
2019-10-20,Seattle,Robbery,Robbery,8,2019
2019-10-21,Seattle,Theft From Motor Vehicle,Theft,1,2019
2019-10-22,Seattle,All Other Larceny,Theft,1,2019
2019-10-23,Seattle,Not Reportable to NIBRS,Uncategorized,0,2019
2019-10-24,Seattle,Simple Assault,Assault,6,2019
2019-10-25,Seattle,All Other Offenses,Other,0,2019
2019-10-26,Seattle,Simple Assault,Assault,6,2019
2019-10-27,Seattle,Sodomy,Sexual Assault,9,2019
2019-10-28,Seattle,Theft From Motor Vehicle,Theft,1,2019
2019-10-29,Seattle,Theft From Motor Vehicle,Theft,1,2019
2019-10-30,Seattle,Not Reportable to NIBRS,Uncategorized,0,2019
2019-10-31,Seattle,Curfew/Loitering/Vagrancy Violations,Public Order,2,2019
2019-11-01,Seattle,Theft From Building,Theft,1,2019
2019-11-02,Seattle,Credit Card/Automated Teller Machine Fraud,Fraud,1,2019
2019-11-03,Seattle,Simple Assault,Assault,6,2019
2019-11-04,Seattle,Motor Vehicle Theft,Theft,1,2019
2019-11-05,Seattle,Simple Assault,Assault,6,2019
2019-11-06,Seattle,Theft From Motor Vehicle,Theft,1,2019
2019-11-07,Seattle,Theft From Building,Theft,1,2019
2019-11-08,Seattle,Simple Assault,Assault,6,2019
2019-11-09,Seattle,Theft of Motor Vehicle Parts or Accessories,Theft,1,2019
2019-11-10,Seattle,Not Reportable to NIBRS,Uncategorized,0,2019
2019-11-11,Seattle,Credit Card/Automated Teller Machine Fraud,Fraud,1,2019
2019-11-12,Seattle,Theft of Motor Vehicle Parts or Accessories,Theft,1,2019
2019-11-13,Seattle,Trespass of Real,Trespassing,3,2019
2019-11-14,Seattle,Motor Vehicle Theft,Theft,1,2019
2019-11-15,Seattle,Aggravated Assault,Assault,6,2019
2019-11-16,Seattle,All Other Offenses,Other,0,2019
2019-11-17,Seattle,All Other Larceny,Theft,1,2019
2019-11-18,Seattle,Burglary/Breaking & Entering,Burglary,4,2019
2019-11-19,Seattle,False Pretenses/Swindle/Confidence Game,Fraud,1,2019
2019-11-20,Seattle,Destruction/Damage/Vandalism of Property,Vandalism,2,2019
2019-11-21,Seattle,Intimidation,Assault,6,2019
2019-11-22,Seattle,Shoplifting,Theft,1,2019
2019-11-23,Seattle,Motor Vehicle Theft,Theft,1,2019
2019-11-24,Seattle,Motor Vehicle Theft,Theft,1,2019
2019-11-25,Seattle,Motor Vehicle Theft,Theft,1,2019
2019-11-26,Seattle,Intimidation,Assault,6,2019
2019-11-27,Seattle,Theft From Motor Vehicle,Theft,1,2019
2019-11-28,Seattle,Theft From Motor Vehicle,Theft,1,2019
2019-11-29,Seattle,All Other Larceny,Theft,1,2019
2019-11-30,Seattle,Motor Vehicle Theft,Theft,1,2019
2019-12-01,Seattle,Not Reportable to NIBRS,Uncategorized,0,2019
2019-12-02,Seattle,Not Reportable to NIBRS,Uncategorized,0,2019
2019-12-03,Seattle,Not Reportable to NIBRS,Uncategorized,0,2019
2019-12-04,Seattle,Burglary/Breaking & Entering,Burglary,4,2019
2019-12-05,Seattle,Intimidation,Assault,6,2019
2019-12-06,Seattle,Identity Theft,Theft,1,2019
2019-12-07,Seattle,All Other Larceny,Theft,1,2019
2019-12-08,Seattle,Shoplifting,Theft,1,2019
2019-12-09,Seattle,Simple Assault,Assault,6,2019
2019-12-10,Seattle,Theft From Motor Vehicle,Theft,1,2019
2019-12-11,Seattle,All Other Larceny,Theft,1,2019
2019-12-12,Seattle,Burglary/Breaking & Entering,Burglary,4,2019
2019-12-13,Seattle,Not Reportable to NIBRS,Uncategorized,0,2019
2019-12-14,Seattle,Simple Assault,Assault,6,2019
2019-12-15,Seattle,Aggravated Assault,Assault,6,2019
2019-12-16,Seattle,Not Reportable to NIBRS,Uncategorized,0,2019
2019-12-17,Seattle,Aggravated Assault,Assault,6,2019
2019-12-18,Seattle,False Pretenses/Swindle/Confidence Game,Fraud,1,2019
2019-12-19,Seattle,Theft From Motor Vehicle,Theft,1,2019
2019-12-20,Seattle,Burglary/Breaking & Entering,Burglary,4,2019
2019-12-21,Seattle,Theft From Motor Vehicle,Theft,1,2019
2019-12-22,Seattle,Robbery,Robbery,8,2019
2019-12-23,Seattle,Simple Assault,Assault,6,2019
2019-12-24,Seattle,Aggravated Assault,Assault,6,2019
2019-12-25,Seattle,Intimidation,Assault,6,2019
2019-12-26,Seattle,Theft From Motor Vehicle,Theft,1,2019
2019-12-27,Seattle,Theft From Motor Vehicle,Theft,1,2019
2019-12-28,Seattle,Destruction/Damage/Vandalism of Property,Vandalism,2,2019
2019-12-29,Seattle,Theft From Motor Vehicle,Theft,1,2019
2019-12-30,Seattle,Not Reportable to NIBRS,Uncategorized,0,2019
2019-12-31,Seattle,Pocket-picking,Theft,1,2019
2020-01-01,Seattle,Motor Vehicle Theft,Theft,1,2020
2020-01-02,Seattle,Trespass of Real,Trespassing,3,2020
2020-01-03,Seattle,Destruction/Damage/Vandalism of Property,Vandalism,2,2020
2020-01-04,Seattle,Destruction/Damage/Vandalism of Property,Vandalism,2,2020
2020-01-05,Seattle,Not Reportable to NIBRS,Uncategorized,0,2020
2020-01-06,Seattle,Destruction/Damage/Vandalism of Property,Vandalism,2,2020
2020-01-07,Seattle,Theft From Motor Vehicle,Theft,1,2020
2020-01-08,Seattle,Not Reportable to NIBRS,Uncategorized,0,2020
2020-01-09,Seattle,Motor Vehicle Theft,Theft,1,2020
2020-01-10,Seattle,Burglary/Breaking & Entering,Burglary,4,2020
2020-01-11,Seattle,Theft From Motor Vehicle,Theft,1,2020
2020-01-12,Seattle,All Other Larceny,Theft,1,2020
2020-01-13,Seattle,Destruction/Damage/Vandalism of Property,Vandalism,2,2020
2020-01-14,Seattle,Theft From Building,Theft,1,2020
2020-01-15,Seattle,Stolen Property Offenses,Theft,1,2020
2020-01-16,Seattle,Weapon Law Violations,Misdemeanor,1,2020
2020-01-17,Seattle,Not Reportable to NIBRS,Uncategorized,0,2020
2020-01-18,Seattle,Motor Vehicle Theft,Theft,1,2020
2020-01-19,Seattle,Destruction/Damage/Vandalism of Property,Vandalism,2,2020
2020-01-20,Seattle,Theft From Motor Vehicle,Theft,1,2020
2020-01-21,Seattle,Burglary/Breaking & Entering,Burglary,4,2020
2020-01-22,Seattle,Simple Assault,Assault,6,2020
2020-01-23,Seattle,Theft From Motor Vehicle,Theft,1,2020
2020-01-24,Seattle,All Other Larceny,Theft,1,2020
2020-01-25,Seattle,Theft From Motor Vehicle,Theft,1,2020
2020-01-26,Seattle,All Other Offenses,Other,0,2020
2020-01-27,Seattle,Motor Vehicle Theft,Theft,1,2020
2020-01-28,Seattle,Simple Assault,Assault,6,2020
2020-01-29,Seattle,Trespass of Real,Trespassing,3,2020
2020-01-30,Seattle,All Other Offenses,Other,0,2020
2020-01-31,Seattle,Identity Theft,Theft,1,2020
2020-02-01,Seattle,Theft of Motor Vehicle Parts or Accessories,Theft,1,2020
2020-02-02,Seattle,Burglary/Breaking & Entering,Burglary,4,2020
2020-02-03,Seattle,Motor Vehicle Theft,Theft,1,2020
2020-02-04,Seattle,Burglary/Breaking & Entering,Burglary,4,2020
2020-02-05,Seattle,Destruction/Damage/Vandalism of Property,Vandalism,2,2020
2020-02-06,Seattle,Burglary/Breaking & Entering,Burglary,4,2020
2020-02-07,Seattle,Drug/Narcotic Violations,Drug Offense,2,2020
2020-02-08,Seattle,Aggravated Assault,Assault,6,2020
2020-02-09,Seattle,Fondling,Sexual Assault,9,2020
2020-02-10,Seattle,Not Reportable to NIBRS,Uncategorized,0,2020
2020-02-11,Seattle,Not Reportable to NIBRS,Uncategorized,0,2020
2020-02-12,Seattle,Theft From Motor Vehicle,Theft,1,2020
2020-02-13,Seattle,Shoplifting,Theft,1,2020
2020-02-14,Seattle,Theft From Motor Vehicle,Theft,1,2020
2020-02-15,Seattle,Destruction/Damage/Vandalism of Property,Vandalism,2,2020
2020-02-16,Seattle,Burglary/Breaking & Entering,Burglary,4,2020
2020-02-17,Seattle,Theft From Motor Vehicle,Theft,1,2020
2020-02-18,Seattle,Theft of Motor Vehicle Parts or Accessories,Theft,1,2020
2020-02-19,Seattle,Not Reportable to NIBRS,Uncategorized,0,2020
2020-02-20,Seattle,Burglary/Breaking & Entering,Burglary,4,2020
2020-02-21,Seattle,Theft From Motor Vehicle,Theft,1,2020
2020-02-22,Seattle,Theft From Motor Vehicle,Theft,1,2020
2020-02-23,Seattle,Intimidation,Assault,6,2020
2020-02-24,Seattle,Theft From Motor Vehicle,Theft,1,2020
2020-02-25,Seattle,Simple Assault,Assault,6,2020
2020-02-26,Seattle,Not Reportable to NIBRS,Uncategorized,0,2020
2020-02-27,Seattle,Theft From Motor Vehicle,Theft,1,2020
2020-02-28,Seattle,Simple Assault,Assault,6,2020
2020-02-29,Seattle,Burglary/Breaking & Entering,Burglary,4,2020
2020-03-01,Seattle,Theft From Building,Theft,1,2020
2020-03-02,Seattle,Not Reportable to NIBRS,Uncategorized,0,2020
2020-03-03,Seattle,Theft From Motor Vehicle,Theft,1,2020
2020-03-04,Seattle,Weapon Law Violations,Misdemeanor,1,2020
2020-03-05,Seattle,Simple Assault,Assault,6,2020
2020-03-06,Seattle,Identity Theft,Theft,1,2020
2020-03-07,Seattle,Identity Theft,Theft,1,2020
